120,20,
120,220,
20,420,
220,220,
220,120,
220,20,
220,220,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,420,
220,220,
220,420,
420,420,
420,420,
420,420,
420,420,
420,420,
420,420,
420,420,
420,420,
420,420,
420,220,
420,420,
420,420,
420,420,
420,420,
420,420,
420,420,
220,420,
20,420,
220,420,
120,420,
320,420,
320,420,
320,420,
320,420,
320,420,
320,420,
320,420,
320,420,
320,420,
320,420,
320,620,
220,620,
420,420,
320,620,
220,620,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,420,
220,620,
220,620,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
320,520,
320,520,
320,520,
320,520,
320,520,
120,720,
320,520,
120,720,
120,720,
120,720,
120,720,
120,720,
120,520,
120,720,
120,720,
120,720,
120,720,
20,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
120,720,
120,720,
120,720,
20,720,
220,720,
220,720,
220,520,
420,520,
320,520,
120,720,
120,720,
120,720,
120,720,
120,720,
120,720,
120,720,
120,720,
120,720,
120,620,
120,720,
120,520,
120,720,
120,720,
120,720,
120,720,
120,720,
120,720,
120,720,
120,720,
120,720,
120,720,
120,720,
120,720,
120,720,
120,720,
120,720,
220,720,
220,720,
220,720,
220,720,
220,720,
20,720,
220,720,
220,720,
420,520,
220,720,
420,520,
520,320,
520,320,
520,320,
520,320,
520,320,
520,320,
420,320,
420,320,
420,320,
420,320,
420,320,
420,320,
420,320,
420,320,
420,320,
420,320,
420,320,
420,320,
420,220,
420,420,
220,620,
220,420,
220,620,
220,720,
20,720,
220,720,
220,720,
220,720,
220,720,
220,620,
220,720,
220,720,
220,720,
220,720,
220,720,
220,620,
220,720,
220,720,
220,720,
220,720,
220,620,
420,420,
220,620,
220,620,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,520,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,620,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
120,720,
220,520,
220,720,
220,520,
220,520,
220,520,
220,720,
220,520,
220,520,
220,720,
220,720,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
120,520,
220,520,
220,520,
320,520,
320,520,
420,520,
420,520,
420,520,
420,520,
220,720,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,320,
220,320,
220,320,
220,320,
220,120,
120,120,
220,120,
220,120,
220,120,
220,220,
220,420,
220,620,
220,420,
220,620,
220,720,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,420,
220,620,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
120,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
20,720,
220,720,
220,720,
220,520,
220,520,
220,520,
220,520,
220,520,
420,520,
220,520,
420,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
220,520,
20,620,
220,720,
220,620,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,620,
220,720,
220,720,
220,720,
220,720,
220,720,
220,620,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
420,520,
220,620,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
120,720,
220,720,
220,720,
220,720,
220,620,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,620,
220,720,
420,520,
220,620,
220,720,
420,520,
420,520,
420,520,
420,520,
320,420,
320,620,
120,720,
220,720,
220,720,
220,620,
220,720,
220,720,
220,520,
420,520,
420,520,
420,520,
420,520,
420,520,
220,520,
220,720,
220,720,
320,520,
120,420,
220,620,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
420,520,
420,520,
420,520,
420,520,
420,520,
420,520,
420,520,
320,520,
420,520,
420,520,
420,520,
420,520,
420,520,
420,520,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,620,
220,720,
20,520,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
420,520,
220,720,
220,720,
220,720,
220,720,
220,720,
420,520,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,620,
320,620,
120,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
220,720,
