120,220,
220,120,
120,120,
220,220,
420,120,
420,220,
420,220,
420,220,
420,220,
420,220,
420,220,
420,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,220,
320,120,
420,220,
420,220,
420,220,
420,220,
420,220,
420,220,
420,220,
420,220,
420,220,
420,220,
420,220,
420,220,
420,320,
620,320,
620,320,
620,320,
720,120,
620,220,
620,320,
720,220,
520,320,
520,320,
520,320,
520,320,
520,320,
520,320,
520,320,
520,320,
520,320,
520,320,
520,320,
520,320,
520,320,
520,320,
520,320,
520,320,
720,120,
720,220,
520,420,
720,220,
620,320,
720,120,
720,220,
620,320,
720,120,
720,220,
520,320,
720,220,
720,20,
720,220,
720,20,
720,20,
720,20,
720,20,
720,220,
720,20,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
520,420,
420,420,
620,320,
720,220,
720,220,
720,220,
720,220,
720,20,
720,220,
720,220,
620,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
620,320,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
520,320,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,20,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,20,
720,220,
720,220,
720,220,
720,20,
720,220,
720,220,
520,420,
520,420,
520,420,
520,420,
520,420,
720,220,
520,420,
520,420,
520,420,
520,420,
320,620,
420,420,
220,620,
220,720,
420,520,
620,320,
720,220,
720,220,
520,420,
520,420,
520,420,
520,420,
720,220,
620,220,
420,420,
420,420,
620,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
520,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
620,220,
420,420,
620,220,
720,220,
720,220,
720,220,
720,220,
620,220,
420,220,
620,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
520,320,
720,220,
620,220,
720,220,
520,220,
520,320,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
720,220,
520,120,
720,220,
520,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
620,220,
620,220,
620,220,
620,220,
620,220,
620,220,
620,220,
620,220,
620,320,
620,220,
620,120,
620,220,
620,20,
620,220,
620,220,
420,220,
620,220,
420,220,
620,220,
620,220,
620,220,
520,220,
520,320,
720,220,
720,220,
720,220,
720,220,
520,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
520,320,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
720,220,
620,220,
620,220,
620,220,
620,220,
620,120,
620,220,
620,220,
620,220,
620,320,
620,220,
620,220,
620,220,
620,220,
620,220,
620,220,
620,220,
620,220,
620,220,
620,220,
620,220,
520,220,
720,220,
720,220,
620,220,
720,220,
720,220,
720,220,
720,220,
720,220,
520,220,
720,220,
520,220,
720,220,
520,220,
720,220,
720,220,
520,220,
520,220,
520,220,
620,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
320,220,
120,220,
220,220,
420,420,
620,220,
720,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,220,
520,420,
520,220,
520,220,
520,220,
520,220,
520,20,
320,220,
420,420,
620,220,
620,320,
720,220,
720,20,
720,220,
520,220,
520,220,
520,220,
