line,16803,total,0.137207,total0,0.403572,false,0.0431714,over,0.137207,false0,0.126981,over0,0.403572,overaggr,0.126309,overcuckoo,0.0108979,over_uai,0,over_uai,0,over_ai,0.259752,over_ai,0.101343,countIP,4.63904e+07,countIP0,5.72563e+07,keysum,4.07933e+07,pktSum,1.70443e+08,aggrSum,5.15258e+06,blackkey_num,0,feedback,0,feedsumportion,0,finger0,9,finger,14,time,0,runTime,1
line,33336,total,0.123273,total0,0.395594,false,0.0389782,over,0.123273,false0,0.125085,over0,0.395594,overaggr,0.114852,overcuckoo,0.00842027,over_uai,0,over_uai,0,over_ai,0.281609,over_ai,0.0795473,countIP,9.3267e+07,countIP0,1.15878e+08,keysum,8.30315e+07,pktSum,3.45628e+08,aggrSum,9.53637e+06,blackkey_num,0,feedback,0,feedsumportion,0,finger0,9,finger,14,time,0,runTime,2.00001
line,49966,total,0.110331,total0,0.419603,false,0.0351665,over,0.110331,false0,0.133742,over0,0.419603,overaggr,0.10282,overcuckoo,0.00751174,over_uai,0,over_uai,0,over_ai,0.236485,over_ai,0.0753578,countIP,1.39848e+08,countIP0,1.78801e+08,keysum,1.25952e+08,pktSum,5.21113e+08,aggrSum,1.29503e+07,blackkey_num,0,feedback,0,feedsumportion,0,finger0,9,finger,14,time,0,runTime,3.00004
line,66554,total,0.114371,total0,0.444621,false,0.0349865,over,0.114371,false0,0.136011,over0,0.444621,overaggr,0.107046,overcuckoo,0.00732484,over_uai,0,over_uai,0,over_ai,0.261643,over_ai,0.0718296,countIP,1.80407e+08,countIP0,2.33871e+08,keysum,1.61891e+08,pktSum,6.91115e+08,aggrSum,1.73299e+07,blackkey_num,0,feedback,0,feedsumportion,0,finger0,9,finger,14,time,0,runTime,4.00004
line,82956,total,0.103971,total0,0.458176,false,0.0314551,over,0.103971,false0,0.138616,over0,0.458176,overaggr,0.0967139,overcuckoo,0.00725663,over_uai,0,over_uai,0,over_ai,0.232532,over_ai,0.0665892,countIP,2.1976e+08,countIP0,2.90269e+08,keysum,1.99063e+08,pktSum,8.5704e+08,aggrSum,1.92522e+07,blackkey_num,0,feedback,0,feedsumportion,0,finger0,9,finger,14,time,0,runTime,5.00004
line,99391,total,0.112745,total0,0.461944,false,0.0335027,over,0.112745,false0,0.137269,over0,0.461944,overaggr,0.105443,overcuckoo,0.00730162,over_uai,0.228583,over_uai,0.102141,over_ai,0.263349,over_ai,0.0685852,countIP,2.61143e+08,countIP0,3.43094e+08,keysum,2.34684e+08,pktSum,1.02445e+09,aggrSum,2.47458e+07,blackkey_num,0,feedback,149,feedsumportion,0.963974,finger0,9,finger,14,time,6,runTime,6.00004
line,115934,total,0.112098,total0,0.471043,false,0.0328062,over,0.112098,false0,0.137853,over0,0.471043,overaggr,0.105109,overcuckoo,0.00698902,over_uai,0.228583,over_uai,0.102141,over_ai,0.262182,over_ai,0.0675457,countIP,2.99949e+08,countIP0,3.96761e+08,keysum,2.69714e+08,pktSum,1.19133e+09,aggrSum,2.83495e+07,blackkey_num,0,feedback,149,feedsumportion,0.963974,finger0,9,finger,14,time,6,runTime,7.00004
line,131939,total,0.111377,total0,0.473827,false,0.0320245,over,0.111377,false0,0.136241,over0,0.473827,overaggr,0.104924,overcuckoo,0.00645252,over_uai,0.228583,over_uai,0.102141,over_ai,0.265581,over_ai,0.0647706,countIP,3.39834e+08,countIP0,4.50663e+08,keysum,3.05778e+08,pktSum,1.36923e+09,aggrSum,3.20835e+07,blackkey_num,0,feedback,149,feedsumportion,0.963974,finger0,9,finger,14,time,6,runTime,8.00005
line,147694,total,0.106003,total0,0.470903,false,0.0306729,over,0.106003,false0,0.13626,over0,0.470903,overaggr,0.100026,overcuckoo,0.00597662,over_uai,0.228583,over_uai,0.102141,over_ai,0.251785,over_ai,0.0615191,countIP,3.83511e+08,countIP0,5.10041e+08,keysum,3.46754e+08,pktSum,1.5451e+09,aggrSum,3.46844e+07,blackkey_num,0,feedback,149,feedsumportion,0.963974,finger0,9,finger,14,time,6,runTime,9.00005
line,163909,total,0.10548,total0,0.473815,false,0.0305987,over,0.10548,false0,0.137449,over0,0.473815,overaggr,0.0999084,overcuckoo,0.0055714,over_uai,0.228583,over_uai,0.102141,over_ai,0.255466,over_ai,0.0589765,countIP,4.26579e+08,countIP0,5.68711e+08,keysum,3.85877e+08,pktSum,1.71607e+09,aggrSum,3.85523e+07,blackkey_num,0,feedback,149,feedsumportion,0.963974,finger0,9,finger,14,time,6,runTime,10.0001
line,180325,total,0.10062,total0,0.471536,false,0.0294033,over,0.10062,false0,0.137793,over0,0.471536,overaggr,0.0948576,overcuckoo,0.00576244,over_uai,0.213852,over_uai,0.0979841,over_ai,0.237883,over_ai,0.0579157,countIP,4.688e+08,countIP0,6.26789e+08,keysum,4.25942e+08,pktSum,1.88354e+09,aggrSum,4.04039e+07,blackkey_num,0,feedback,145,feedsumportion,0.961364,finger0,9,finger,14,time,5,runTime,11.0001
