220,220,120,220,
320,20,220,120,
320,20,220,120,
120,220,420,220,
120,220,420,220,
120,220,420,220,
120,220,420,220,
120,220,420,220,
120,220,420,220,
120,220,420,220,
120,220,420,220,
120,220,420,220,
120,220,420,220,
120,220,420,220,
120,220,520,20,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,220,320,220,
120,420,120,220,
120,420,220,220,
120,420,20,420,
120,420,120,220,
120,420,20,420,
120,420,20,420,
120,420,20,420,
120,420,20,420,
120,420,20,420,
120,420,20,420,
120,420,20,420,
120,420,20,420,
120,420,20,220,
120,220,20,420,
120,420,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,220,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,120,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,120,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,20,420,
120,220,220,420,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,420,320,
120,120,220,520,
120,120,20,520,
120,120,20,520,
120,120,20,520,
