800000,,,,,,,,,
0,0.0269151139,0,0.0646766169,0,0.8,0.0244346674,0,0.0589876264,0
1,0.0236747298,0,0.0552788845,0,1.6,0.0184460306,0,0.0534025783,0
2,0.0255712731,0,0.0603357817,0,2.4,0.0157680018,0,0.0508678506,0
3,0.0228237792,0,0.0471014493,0,3.2,0.0163327764,0,0.0496505195,0
4,0.0206240085,0,0.0565461029,0,8,0.0140905505,0,0.0409475946,0
5,0.0216952573,0,0.0591945657,0,16,0.0149305995,0,0.0367712878,0
6,0.021875,0,0.0572289157,0,24,0.014243452,0,0.0297261427,0
7,0.0267352185,0,0.0633349827,0,32,0.0124820195,0,0.0239062106,0
8,0.0230728894,0,0.0586154624,0,,,,,
9,0.0260281104,0,0.0583794665,0,,,,,
10,0.0272679601,0,0.0683073832,0,,,,,
11,0.0269326683,0,0.0588519055,0,,,,,
1600000,,,,,,,,,
0,0.0230496454,0,0.0597269625,0,,,,,
1,0.0245762712,0,0.0550082102,0,,,,,
2,0.0171102662,0,0.0522456462,0,,,,,
3,0.017225748,0,0.0457746479,0,,,,,
4,0.0180505415,0,0.0539130435,0,,,,,
5,0.0178137652,0,0.05234375,0,,,,,
6,0.0164217805,0,0.0461022632,0,,,,,
7,0.0124113475,0,0.0543293718,0,,,,,
8,0.0173515982,0,0.0561403509,0,,,,,
9,0.0182648402,0,0.0578439965,0,,,,,
10,0.019266055,0,0.057319224,0,,,,,
11,0.0198105082,0,0.0500834725,0,,,,,
2400000,,,,,,,,,
0,0.0235849057,0,0.0493685419,0,,,,,
1,0.0188679245,0,0.0513112885,0,,,,,
2,0.017565872,0,0.0509090909,0,,,,,
3,0.0113780025,0,0.0416666667,0,,,,,
4,0.0086100861,0,0.0484061393,0,,,,,
5,0.014973262,0,0.0416233091,0,,,,,
6,0.0147895336,0,0.0483516484,0,,,,,
7,0.0105757932,0,0.0528683915,0,,,,,
8,0.0169082126,0,0.0556844548,0,,,,,
9,0.0158343484,0,0.0637311703,0,,,,,
10,0.0148514851,0,0.0523809524,0,,,,,
11,0.0212765957,0,0.0541125541,0,,,,,
3200000,,,,,,,,,
0,0.0202898551,0,0.0478873239,0,,,,,
1,0.0133333333,0,0.0472103004,0,,,,,
2,0.0171875,0,0.0498489426,0,,,,,
3,0.012345679,0,0.0404797601,0,,,,,
4,0.0104011887,0,0.0458452722,0,,,,,
5,0.0204342273,0,0.0483870968,0,,,,,
6,0.0178082192,0,0.0465425532,0,,,,,
7,0.01,0,0.0519835841,0,,,,,
8,0.0205278592,0,0.0564971751,0,,,,,
9,0.0205882353,0,0.061971831,0,,,,,
10,0.0166163142,0,0.0551523948,0,,,,,
11,0.0164609053,0,0.044,0,,,,,
8000000,,,,,,,,,
0,0.0157068063,0,0.0528967254,0,,,,,
1,0.0053191489,0,0.0260416667,0,,,,,
2,0.0191256831,0,0.0426666667,0,,,,,
3,0.0139275766,0,0.0380434783,0,,,,,
4,0.008,0,0.0437017995,0,,,,,
5,0.0093676815,0,0.0253456221,0,,,,,
6,0.0167464115,0,0.0352112676,0,,,,,
7,0.0130208333,0,0.0595533499,0,,,,,
8,0.0108401084,0,0.0519480519,0,,,,,
9,0.0278551532,0,0.0412087912,0,,,,,
10,0.0188679245,0,0.0395778364,0,,,,,
11,0.0103092784,0,0.0351758794,0,,,,,
16000000,,,,,,,,,
0,0.0166666667,0,0.0327868852,0,,,,,
1,0.0084388186,0,0.0289256198,0,,,,,
2,0.0201612903,0,0.0470588235,0,,,,,
3,0.0163265306,0,0.04743083,0,,,,,
4,0.0081967213,0,0.032,0,,,,,
5,0.0110701107,0,0.0289855072,0,,,,,
6,0.0222222222,0,0.0434782609,0,,,,,
7,0.012195122,0,0.03187251,0,,,,,
8,0.0082987552,0,0.0362903226,0,,,,,
9,0.0271493213,0,0.0486725664,0,,,,,
10,0.0163934426,0,0.0322580645,0,,,,,
11,0.0120481928,0,0.031496063,0,,,,,
24000000,,,,,,,,,
0,0.0114942529,0,0.0282485876,0,,,,,
1,0.0056179775,0,0.0220994475,0,,,,,
2,0.0112359551,0,0.0382513661,0,,,,,
3,0.0106951872,0,0.0414507772,0,,,,,
4,0.0169491525,0,0.0279329609,0,,,,,
5,0.0149253731,0,0.0198019802,0,,,,,
6,0.0211640212,0,0.0414507772,0,,,,,
7,0.0109289617,0,0.0320855615,0,,,,,
8,0.0105820106,0,0.0157894737,0,,,,,
9,0.0297619048,0,0.0355029586,0,,,,,
10,0.0111731844,0,0.0166666667,0,,,,,
11,0.0163934426,0,0.0374331551,0,,,,,
32000000,,,,,,,,,
0,0.0078740157,0,0.0307692308,0,,,,,
1,0,0,0.0227272727,0,,,,,
2,0.0072463768,0,0.0352112676,0,,,,,
3,0.0072992701,0,0.0285714286,0,,,,,
4,0.013986014,0,0.0208333333,0,,,,,
5,0.0132450331,0,0.0197368421,0,,,,,
6,0.0072463768,0,0.0283687943,0,,,,,
7,0.0075757576,0,0.0075757576,0,,,,,
8,0.015625,0,0.023255814,0,,,,,
9,0.0289855072,0,0.035971223,0,,,,,
10,0.0208333333,0,0.013986014,0,,,,,
11,0.0198675497,0,0.0198675497,0,,,,,
