800000,,,,,,,,,,,,,,
0,0.0269151139,0,0.9730848861,0.0646766169,0,0.9353233831,0.8,0.0244346674,0,0.9755653326,0.0589876264,0,0.9410123736,
1,0.0236747298,0,0.9763252702,0.0552788845,0,0.9447211155,1.6,0.0184460306,0,0.9815539694,0.0534025783,0,0.9465974217,
2,0.0255712731,0,0.9744287269,0.0603357817,0,0.9396642183,2.4,0.0157680018,0,0.9842319982,0.0508678506,0,0.9491321494,
3,0.0228237792,0,0.9771762208,0.0471014493,0,0.9528985507,3.2,0.0163327764,0,0.9836672236,0.0496505195,0,0.9503494805,
4,0.0206240085,0,0.9793759915,0.0565461029,0,0.9434538971,8,0.0140905505,0,0.9859094495,0.0409475946,0,0.9590524054,
5,0.0216952573,0,0.9783047427,0.0591945657,0,0.9408054343,16,0.0149305995,0,0.9850694005,0.0367712878,0,0.9632287122,
6,0.021875,0,0.978125,0.0572289157,0,0.9427710843,24,0.014243452,0,0.985756548,0.0297261427,0,0.9702738573,
7,0.0267352185,0,0.9732647815,0.0633349827,0,0.9366650173,32,0.0124820195,0,0.9875179805,0.0239062106,0,0.9760937894,
8,0.0230728894,0,0.9769271106,0.0586154624,0,0.9413845376,,,,,,,,
9,0.0260281104,0,0.9739718896,0.0583794665,0,0.9416205335,,,,,,,,
10,0.0272679601,0,0.9727320399,0.0683073832,0,0.9316926168,,,,,,,,
11,0.0269326683,0,0.9730673317,0.0588519055,0,0.9411480945,,,,,,,,
1600000,,,,,,,,,,,,,,
0,0.0230496454,0,0.9769503546,0.0597269625,0,0.9402730375,0.8,1.6,2.4,3.2,8,16,24,32
1,0.0245762712,0,0.9754237288,0.0550082102,0,0.9449917898,,,,,,,,
2,0.0171102662,0,0.9828897338,0.0522456462,0,0.9477543538,,,,,,,,
3,0.017225748,0,0.982774252,0.0457746479,0,0.9542253521,,,,,,,,
4,0.0180505415,0,0.9819494585,0.0539130435,0,0.9460869565,,,,,,,,
5,0.0178137652,0,0.9821862348,0.05234375,0,0.94765625,,,,,,,,
6,0.0164217805,0,0.9835782195,0.0461022632,0,0.9538977368,,,,,,,,
7,0.0124113475,0,0.9875886525,0.0543293718,0,0.9456706282,,,,,,,,
8,0.0173515982,0,0.9826484018,0.0561403509,0,0.9438596491,,,,,,,,
9,0.0182648402,0,0.9817351598,0.0578439965,0,0.9421560035,,,,,,,,
10,0.019266055,0,0.980733945,0.057319224,0,0.942680776,,,,,,,,
11,0.0198105082,0,0.9801894918,0.0500834725,0,0.9499165275,,,,,,,,
2400000,,,,,,,,,,,,,,
0,0.0235849057,0,0.9764150943,0.0493685419,0,0.9506314581,,,,,,,,
1,0.0188679245,0,0.9811320755,0.0513112885,0,0.9486887115,,,,,,,,
2,0.017565872,0,0.982434128,0.0509090909,0,0.9490909091,,,,,,,,
3,0.0113780025,0,0.9886219975,0.0416666667,0,0.9583333333,,,,,,,,
4,0.0086100861,0,0.9913899139,0.0484061393,0,0.9515938607,,,,,,,,
5,0.014973262,0,0.985026738,0.0416233091,0,0.9583766909,,,,,,,,
6,0.0147895336,0,0.9852104664,0.0483516484,0,0.9516483516,,,,,,,,
7,0.0105757932,0,0.9894242068,0.0528683915,0,0.9471316085,,,,,,,,
