80,,,,,,,,,,,,,,
0,0.3202944269,0,0.6797055731,0.4909434557,0,0.5090565443,1488,2421,3232,6349,,1488,2421,3232
100,,,,,,,,,,,,276,684,1399
0,0.1687462864,0,0.8312537136,0.3456501403,0,0.6543498597,276,684,1399,2138,,273,327,463
120,,,,,,,,,,,,27,68,98
0,0.4041184041,0,0.5958815959,0.4928806134,0,0.5071193866,273,327,463,913,,10,28,36
140,,,,,,,,,,,,,,
0,0.234375,0,0.765625,0.4555555556,0,0.5444444444,27,68,98,180,,,,
160,,,,,,,,,,,,,,
0,0.2340425532,0,0.7659574468,0.4929577465,0,0.5070422535,10,28,36,71,,,,
