51,0.0106111,,0.0006111,220,51.6853932584,51,,220,301.6393442623,301,,268.4590163934,268,0.00991952,0.00008048,220
52,0.0103252,,0.0003252,120,52.808988764,52,,120,308.1967213115,308,,274.2950819672,274,0.00982711,0.00017289,120
53,0.0105044,,0.0005044,20,53.9325842697,53,,20,314.7540983607,314,,280.131147541,280,0.00952842,0.00047158,20
55,0.0106347,,0.0006347,20,55.0561797753,55,,20,321.3114754098,321,,285.9672131148,285,0.0097347,0.0002653,20
56,0.0103128,,0.0003128,220,56.1797752809,56,,220,327.868852459,327,,291.8032786885,291,0.0100835,0.0000835,220
57,0.0102439,,0.0002439,420,57.3033707865,57,,420,334.4262295082,334,,297.6393442623,297,0.0101026,0.0001026,420
58,0.0100814,,0.0000814,220,58.4269662921,58,,220,340.9836065574,340,,303.4754098361,303,0.00999361,0.00000639,220
59,0.0100098,,0.0000098,320,59.5505617978,59,,320,347.5409836066,347,,309.3114754098,309,0.0099117,0.0000883,320
60,0.0100174,,0.0000174,120,60.6741573034,60,,120,354.0983606557,354,,315.1475409836,315,0.00978172,0.00021828,120
61,0.0101012,,0.0001012,20,61.797752809,61,,20,360.6557377049,360,,320.9836065574,320,0.00971645,0.00028355,20
62,0.00987638,,0.00012362,220,62.9213483146,62,,220,367.2131147541,367,,326.8196721311,326,0.00977958,0.00022042,220
64,0.00974457,,0.00025543,120,64.0449438202,64,,120,373.7704918033,373,,332.6557377049,332,0.0101456,0.0001456,120
65,0.00945899,,0.00054101,20,65.1685393258,65,,20,380.3278688525,380,,338.4918032787,338,0.0101527,0.0001527,20
66,0.00939646,,0.00060354,120,66.2921348315,66,,120,386.8852459016,386,,344.3278688525,344,0.0100921,0.0000921,120
67,0.00938868,,0.00061132,120,67.4157303371,67,,120,393.4426229508,393,,350.1639344262,350,0.0100454,0.0000454,120
68,0.00945525,,0.00054475,120,68.5393258427,68,,120,400,400,,356,356,0.00996627,0.00003373,120
69,0.00930138,,0.00069862,120,69.6629213483,69,,120,406.5573770492,406,,361.8360655738,361,0.00992267,0.00007733,120
70,0.0092575,,0.0007425,20,70.7865168539,70,,20,413.1147540984,413,,367.6721311475,367,0.00979042,0.00020958,20
71,0.00912774,,0.00087226,220,71.9101123596,71,,220,419.6721311475,419,,373.5081967213,373,0.00968857,0.00031143,220
73,0.00911314,,0.00088686,20,73.0337078652,73,,20,426.2295081967,426,,379.3442622951,379,0.0100374,0.0000374,20
74,0.00899522,,0.00100478,120,74.1573033708,74,,120,432.7868852459,432,,385.1803278689,385,0.00994131,0.00005869,120
75,0.00898914,,0.00101086,20,75.2808988764,75,,20,439.3442622951,439,,391.0163934426,391,0.00988058,0.00011942,20
76,0.00888552,,0.00111448,220,76.404494382,76,,220,445.9016393443,445,,396.8524590164,396,0.00981032,0.00018968,220
77,0.00881772,,0.00118228,220,77.5280898876,77,,220,452.4590163934,452,,402.6885245902,402,0.01003,0.00003,220
78,0.00877225,,0.00122775,420,78.6516853933,78,,420,459.0163934426,459,,408.5245901639,408,0.0101552,0.0001552,420
79,0.008705,,0.001295,220,79.7752808989,79,,220,465.5737704918,465,,414.3606557377,414,0.0100304,0.0000304,220
80,0.00870681,,0.00129319,20,80.8988764045,80,,20,472.131147541,472,,420.1967213115,420,0.0099561,0.0000439,20
82,0.00859962,,0.00140038,120,82.0224719101,82,,120,478.6885245902,478,,426.0327868852,426,0.0098521,0.0001479,120
83,0.0085381,,0.0014619,20,83.1460674157,83,,20,485.2459016393,485,,431.868852459,431,0.00979606,0.00020394,20
84,0.00843649,,0.00156351,120,84.2696629213,84,,120,491.8032786885,491,,437.7049180328,437,0.0099137,0.0000863,120
85,0.00833103,,0.00166897,20,85.393258427,85,,20,498.3606557377,498,,443.5409836066,443,0.0098256,0.0001744,20
86,0.00833103,,0.00166897,120,86.5168539326,86,,120,504.9180327869,504,,449.3770491803,449,0.00977392,0.00022608,120
87,0.00854355,,0.00145645,20,87.6404494382,87,,20,511.4754098361,511,,455.2131147541,455,0.00973516,0.00026484,20
88,0.00845395,,0.00154605,120,88.7640449438,88,,120,518.0327868852,518,,461.0491803279,461,0.00985155,0.00014845,120
89,0.0084167,,0.0015833,220,89.8876404494,89,,220,524.5901639344,524,,466.8852459016,466,0.00977752,0.00022248,220
91,0.00819939,,0.00180061,20,91.0112359551,91,,20,531.1475409836,531,,472.7213114754,472,0.00969822,0.00030178,20
92,0.00817005,,0.00182995,220,92.1348314607,92,,220,537.7049180328,537,,478.5573770492,478,0.00975239,0.00024761,220
93,0.00807487,,0.00192513,20,93.2584269663,93,,20,544.262295082,544,,484.393442623,484,0.00967744,0.00032256,20
94,0.00817026,,0.00182974,20,94.3820224719,94,,20,550.8196721311,550,,490.2295081967,490,0.00975271,0.00024729,20
95,0.00810248,,0.00189752,20,95.5056179775,95,,20,557.3770491803,557,,496.0655737705,496,0.00970009,0.00029991,20
96,0.00809953,,0.00190047,20,96.6292134831,96,,20,563.9344262295,563,,501.9016393443,501,0.00967481,0.00032519,20
97,0.00780994,,0.00219006,120,97.7528089888,97,,120,570.4918032787,570,,507.737704918,507,0.00978935,0.00021065,120
98,0.00776943,,0.00223057,20,98.8764044944,98,,20,577.0491803279,577,,513.5737704918,513,0.00977472,0.00022528,20
99,0.00771871,,0.00228129,120,100,99,,120,583.6065573771,583,,519.4098360656,519,0.00973057,0.00026943,120
101,0.00804293,,0.00195707,20,101.1235955056,101,,20,590.1639344262,590,,525.2459016393,525,0.00964991,0.00035009,20
102,0.00825946,,0.00174054,120,102.2471910112,102,,120,596.7213114754,596,,531.0819672131,531,0.00972419,0.00027581,120
103,0.00817471,,0.00182529,20,103.3707865169,103,,20,603.2786885246,603,,536.9180327869,536,0.00991975,0.00008025,20
104,0.00789018,,0.00210982,120,104.4943820225,104,,120,609.8360655738,609,,542.7540983607,542,0.00986187,0.00013813,120
105,0.00800021,,0.00199979,20,105.6179775281,105,,20,616.393442623,616,,548.5901639344,548,0.0098823,0.0001177,20
106,0.0079705,,0.0020295,220,106.7415730337,106,,220,622.9508196721,622,,554.4262295082,554,0.00994901,0.00005099,220
107,0.00806278,,0.00193722,420,107.8651685393,107,,420,629.5081967213,629,,560.262295082,560,0.00988898,0.00011102,420
108,0.00804282,,0.00195718,420,108.9887640449,108,,420,636.0655737705,636,,566.0983606557,566,0.010263,0.000263,420
110,0.00799032,,0.00200968,420,110.1123595506,110,,420,642.6229508197,642,,571.9344262295,571,0.0102972,0.0002972,420
111,0.00791057,,0.00208943,620,111.2359550562,111,,620,649.1803278689,649,,577.7704918033,577,0.0106562,0.0006562,620
112,0.00780091,,0.00219909,620,112.3595505618,112,,620,655.737704918,655,,583.6065573771,583,0.0105905,0.0005905,620
113,0.00774216,,0.00225784,620,113.4831460674,113,,620,662.2950819672,662,,589.4426229508,589,0.0107799,0.0007799,620
114,0.00779153,,0.00220847,620,114.606741573,114,,620,668.8524590164,668,,595.2786885246,595,0.0107915,0.0007915,620
115,0.00782819,,0.00217181,620,115.7303370787,115,,620,675.4098360656,675,,601.1147540984,601,0.0108436,0.0008436,620
116,0.00779509,,0.00220491,620,116.8539325843,116,,620,681.9672131148,681,,606.9508196721,606,0.012724,0.002724,620
117,0.00773711,,0.00226289,620,117.9775280899,117,,620,688.5245901639,688,,612.7868852459,612,0.0127223,0.0027223,620
119,0.00875462,,0.00124538,620,119.1011235955,119,,620,695.0819672131,695,,618.6229508197,618,0.0126411,0.0026411,620
120,0.00870663,,0.00129337,620,120.2247191011,120,,620,701.6393442623,701,,624.4590163934,624,0.0126444,0.0026444,620
121,0.00879903,,0.00120097,620,121.3483146067,121,,620,708.1967213115,708,,630.2950819672,630,0.0127003,0.0027003,620
122,0.0087736,,0.0012264,620,122.4719101124,122,,620,714.7540983607,714,,636.131147541,636,0.012659,0.002659,620
123,0.00873204,,0.00126796,620,123.595505618,123,,620,721.3114754098,721,,641.9672131148,641,0.0126112,0.0026112,620
124,0.008648,,0.001352,620,124.7191011236,124,,620,727.868852459,727,,647.8032786885,647,0.0125471,0.0025471,620
125,0.00856114,,0.00143886,620,125.8426966292,125,,620,734.4262295082,734,,653.6393442623,653,0.0124393,0.0024393,620
126,0.00845568,,0.00154432,620,126.9662921348,126,,620,740.9836065574,740,,659.4754098361,659,0.0123814,0.0023814,620
128,0.00856245,,0.00143755,620,128.0898876404,128,,620,747.5409836066,747,,665.3114754098,665,0.012316,0.002316,620
129,0.00876073,,0.00123927,620,129.2134831461,129,,620,754.0983606557,754,,671.1475409836,671,0.0122653,0.0022653,620
130,0.0089058,,0.0010942,620,130.3370786517,130,,620,760.6557377049,760,,676.9836065574,676,0.0121593,0.0021593,620
131,0.00883859,,0.00116141,620,131.4606741573,131,,620,767.2131147541,767,,682.8196721311,682,0.0120589,0.0020589,620
132,0.00876632,,0.00123368,620,132.5842696629,132,,620,773.7704918033,773,,688.6557377049,688,0.011991,0.001991,620
133,0.0088422,,0.0011578,620,133.7078651685,133,,620,780.3278688525,780,,694.4918032787,694,0.0119078,0.0019078,620
134,0.00897278,,0.00102722,620,134.8314606742,134,,620,786.8852459016,786,,700.3278688525,700,0.0119218,0.0019218,620
135,0.00893896,,0.00106104,620,135.9550561798,135,,620,793.4426229508,793,,706.1639344262,706,0.0118994,0.0018994,620
137,0.00884728,,0.00115272,620,137.0786516854,137,,620,800,800,,712,712,0.0118813,0.0018813,620
138,0.00878205,,0.00121795,620,138.202247191,138,,620,806.5573770492,806,,717.8360655738,717,0.0118731,0.0018731,620
139,0.00869893,,0.00130107,620,139.3258426966,139,,620,813.1147540984,813,,723.6721311475,723,0.0118196,0.0018196,620
140,0.00865102,,0.00134898,620,140.4494382022,140,,620,819.6721311475,819,,729.5081967213,729,0.0118023,0.0018023,620
141,0.00871758,,0.00128242,620,141.5730337079,141,,620,826.2295081967,826,,735.3442622951,735,0.0117229,0.0017229,620
142,0.00861026,,0.00138974,620,142.6966292135,142,,620,832.7868852459,832,,741.1803278689,741,0.0116741,0.0016741,620
143,0.008552,,0.001448,620,143.8202247191,143,,620,839.3442622951,839,,747.0163934426,747,0.0116231,0.0016231,620
144,0.0084647,,0.0015353,620,144.9438202247,144,,620,845.9016393443,845,,752.8524590164,752,0.0116537,0.0016537,620
146,0.00846016,,0.00153984,620,146.0674157303,146,,620,852.4590163934,852,,758.6885245902,758,0.0116413,0.0016413,620
147,0.00847758,,0.00152242,620,147.191011236,147,,620,859.0163934426,859,,764.5245901639,764,0.0115711,0.0015711,620
148,0.00856224,,0.00143776,620,148.3146067416,148,,620,865.5737704918,865,,770.3606557377,770,0.0115351,0.0015351,620
149,0.00848915,,0.00151085,620,149.4382022472,149,,620,872.131147541,872,,776.1967213115,776,0.011476,0.001476,620
150,0.00843498,,0.00156502,620,150.5617977528,150,,620,878.6885245902,878,,782.0327868852,782,0.0114721,0.0014721,620
151,0.00839014,,0.00160986,620,151.6853932584,151,,620,885.2459016393,885,,787.868852459,787,0.0118782,0.0018782,620
152,0.00837948,,0.00162052,620,152.808988764,152,,620,891.8032786885,891,,793.7049180328,793,0.0118375,0.0018375,620
153,0.0083619,,0.0016381,620,153.9325842697,153,,620,898.3606557377,898,,799.5409836066,799,0.0117475,0.0017475,620
155,0.00874193,,0.00125807,620,155.0561797753,155,,620,904.9180327869,904,,805.3770491803,805,0.0116611,0.0016611,620
156,0.00866089,,0.00133911,620,156.1797752809,156,,620,911.4754098361,911,,811.2131147541,811,0.0116139,0.0016139,620
157,0.00862684,,0.00137316,620,157.3033707865,157,,620,918.0327868852,918,,817.0491803279,817,0.0115465,0.0015465,620
158,0.0086144,,0.0013856,620,158.4269662921,158,,620,924.5901639344,924,,822.8852459016,822,0.0114992,0.0014992,620
159,0.00855051,,0.00144949,620,159.5505617978,159,,620,931.1475409836,931,,828.7213114754,828,0.0114523,0.0014523,620
160,0.00872713,,0.00127287,620,160.6741573034,160,,620,937.7049180328,937,,834.5573770492,834,0.0114321,0.0014321,620
161,0.00872713,,0.00127287,620,161.797752809,161,,620,944.262295082,944,,840.393442623,840,0.0114037,0.0014037,620
162,0.00875201,,0.00124799,620,162.9213483146,162,,620,950.8196721311,950,,846.2295081967,846,0.0113743,0.0013743,620
164,0.00868401,,0.00131599,620,164.0449438202,164,,620,957.3770491803,957,,852.0655737705,852,0.0113192,0.0013192,620
165,0.00862824,,0.00137176,620,165.1685393258,165,,620,963.9344262295,963,,857.9016393443,857,0.0112998,0.0012998,620
166,0.00856115,,0.00143885,620,166.2921348315,166,,620,970.4918032787,970,,863.737704918,863,0.0112595,0.0012595,620
167,0.00855868,,0.00144132,620,167.4157303371,167,,620,977.0491803279,977,,869.5737704918,869,0.0112443,0.0012443,620
168,0.00862683,,0.00137317,620,168.5393258427,168,,620,983.6065573771,983,,875.4098360656,875,0.0112261,0.0012261,620
169,0.00852427,,0.00147573,620,169.6629213483,169,,620,990.1639344262,990,,881.2459016393,881,0.0112153,0.0012153,620
170,0.00848503,,0.00151497,720,170.7865168539,170,,720,996.7213114754,996,,887.0819672131,887,0.0111882,0.0011882,720
171,0.00847547,,0.00152453,520,171.9101123596,171,,520,1003.2786885246,1003,,892.9180327869,892,0.0111665,0.0011665,520
173,0.00851969,,0.00148031,320,173.0337078652,173,,320,1009.8360655738,1009,,898.7540983607,898,0.0111723,0.0011723,320
174,0.00849779,,0.00150221,320,174.1573033708,174,,320,1016.393442623,1016,,904.5901639344,904,0.0111297,0.0011297,320
175,0.00848371,,0.00151629,320,175.2808988764,175,,320,1022.9508196721,1022,,910.4262295082,910,0.0111071,0.0011071,320
176,0.00845359,,0.00154641,320,176.404494382,176,,320,1029.5081967213,1029,,916.262295082,916,0.0111233,0.0011233,320
177,0.00841731,,0.00158269,520,177.5280898876,177,,520,1036.0655737705,1036,,922.0983606557,922,0.011183,0.001183,520
178,0.00834397,,0.00165603,520,178.6516853933,178,,520,1042.6229508197,1042,,927.9344262295,927,0.0111844,0.0011844,520
179,0.00837468,,0.00162532,720,179.7752808989,179,,720,1049.1803278689,1049,,933.7704918033,933,0.011151,0.001151,720
180,0.00835658,,0.00164342,720,180.8988764045,180,,720,1055.737704918,1055,,939.6065573771,939,0.0111689,0.0011689,720
182,0.00833007,,0.00166993,720,182.0224719101,182,,720,1062.2950819672,1062,,945.4426229508,945,0.011116,0.001116,720
183,0.00825402,,0.00174598,720,183.1460674157,183,,720,1068.8524590164,1068,,951.2786885246,951,0.0110136,0.0010136,720
184,0.00820679,,0.00179321,720,184.2696629213,184,,720,1075.4098360656,1075,,957.1147540984,957,0.0109522,0.0009522,720
185,0.00815092,,0.00184908,720,185.393258427,185,,720,1081.9672131148,1081,,962.9508196721,962,0.0109354,0.0009354,720
186,0.00827801,,0.00172199,720,186.5168539326,186,,720,1088.5245901639,1088,,968.7868852459,968,0.0110007,0.0010007,720
187,0.00843727,,0.00156273,720,187.6404494382,187,,720,1095.0819672131,1095,,974.6229508197,974,0.0109586,0.0009586,720
188,0.0083708,,0.0016292,720,188.7640449438,188,,720,1101.6393442623,1101,,980.4590163934,980,0.0109124,0.0009124,720
189,0.00833096,,0.00166904,720,189.8876404494,189,,720,1108.1967213115,1108,,986.2950819672,986,0.0108933,0.0008933,720
191,0.00830438,,0.00169562,720,191.0112359551,191,,720,1114.7540983607,1114,,992.131147541,992,0.0108767,0.0008767,720
192,0.00839886,,0.00160114,720,192.1348314607,192,,720,1121.3114754098,1121,,997.9672131148,997,0.0108581,0.0008581,720
193,0.0084471,,0.0015529,720,193.2584269663,193,,720,1127.868852459,1127,,1003.8032786885,1003,0.0108105,0.0008105,720
194,0.00849884,,0.00150116,720,194.3820224719,194,,720,1134.4262295082,1134,,1009.6393442623,1009,0.0107766,0.0007766,720
195,0.00848674,,0.00151326,720,195.5056179775,195,,720,1140.9836065574,1140,,1015.4754098361,1015,0.0108347,0.0008347,720
196,0.00842244,,0.00157756,720,196.6292134831,196,,720,1147.5409836066,1147,,1021.3114754098,1021,0.0108111,0.0008111,720
197,0.0083894,,0.0016106,720,197.7528089888,197,,720,1154.0983606557,1154,,1027.1475409836,1027,0.0107721,0.0007721,720
198,0.00835712,,0.00164288,720,198.8764044944,198,,720,1160.6557377049,1160,,1032.9836065574,1032,0.0107478,0.0007478,720
199,0.00839345,,0.00160655,720,200,199,,720,1167.2131147541,1167,,1038.8196721312,1038,0.0107035,0.0007035,720
201,0.00839244,,0.00160756,720,201.1235955056,201,,720,1173.7704918033,1173,,1044.6557377049,1044,0.0106678,0.0006678,720
202,0.0083539,,0.0016461,720,202.2471910112,202,,720,1180.3278688525,1180,,1050.4918032787,1050,0.0106257,0.0006257,720
203,0.00831296,,0.00168704,720,203.3707865169,203,,720,1186.8852459016,1186,,1056.3278688525,1056,0.0105968,0.0005968,720
204,0.00831598,,0.00168402,720,204.4943820225,204,,720,1193.4426229508,1193,,1062.1639344262,1062,0.0105769,0.0005769,720
205,0.00828182,,0.00171818,720,205.6179775281,205,,720,1200,1200,,1068,1068,0.0105415,0.0005415,720
206,0.00836427,,0.00163573,,206.7415730337,206,,,,,,,,,,
207,0.00836198,,0.00163802,,207.8651685393,207,,,,,,,,,,
208,0.00833326,,0.00166674,,208.9887640449,208,,,,,,,,,,
210,0.00827199,,0.00172801,,210.1123595506,210,,,,,,,,,,
211,0.00820085,,0.00179915,,211.2359550562,211,,,,,,,,,,
212,0.00821949,,0.00178051,,212.3595505618,212,,,,,,,,,,
213,0.00815569,,0.00184431,,213.4831460674,213,,,,,,,,,,
214,0.00810861,,0.00189139,,214.606741573,214,,,,,,,,,,
215,0.00807658,,0.00192342,,215.7303370787,215,,,,,,,,,,
216,0.00805631,,0.00194369,,216.8539325843,216,,,,,,,,,,
217,0.00805209,,0.00194791,,217.9775280899,217,,,,,,,,,,
219,0.00810438,,0.00189562,,219.1011235955,219,,,,,,,,,,
220,0.00814453,,0.00185547,,220.2247191011,220,,,,,,,,,,
221,0.0080953,,0.0019047,,221.3483146067,221,,,,,,,,,,
222,0.00809402,,0.00190598,,222.4719101124,222,,,,,,,,,,
223,0.00804261,,0.00195739,,223.595505618,223,,,,,,,,,,
224,0.00801296,,0.00198704,,224.7191011236,224,,,,,,,,,,
225,0.00806625,,0.00193375,,225.8426966292,225,,,,,,,,,,
226,0.00859886,,0.00140114,,226.9662921348,226,,,,,,,,,,
228,0.00854272,,0.00145728,,228.0898876404,228,,,,,,,,,,
229,0.00852195,,0.00147805,,229.2134831461,229,,,,,,,,,,
230,0.00849167,,0.00150833,,230.3370786517,230,,,,,,,,,,
231,0.00852913,,0.00147087,,231.4606741573,231,,,,,,,,,,
232,0.00857687,,0.00142313,,232.5842696629,232,,,,,,,,,,
233,0.00856774,,0.00143226,,233.7078651685,233,,,,,,,,,,
234,0.00853638,,0.00146362,,234.8314606742,234,,,,,,,,,,
235,0.00863257,,0.00136743,,235.9550561798,235,,,,,,,,,,
237,0.00891571,,0.00108429,,237.0786516854,237,,,,,,,,,,
238,0.00889198,,0.00110802,,238.202247191,238,,,,,,,,,,
239,0.00888725,,0.00111275,,239.3258426966,239,,,,,,,,,,
240,0.00888472,,0.00111528,,240.4494382022,240,,,,,,,,,,
241,0.00888282,,0.00111718,,241.5730337079,241,,,,,,,,,,
242,0.00904735,,0.00095265,,242.6966292135,242,,,,,,,,,,
243,0.00910569,,0.00089431,,243.8202247191,243,,,,,,,,,,
244,0.00909777,,0.00090223,,244.9438202247,244,,,,,,,,,,
246,0.00911444,,0.00088556,,246.0674157303,246,,,,,,,,,,
247,0.00914891,,0.00085109,,247.191011236,247,,,,,,,,,,
248,0.00950961,,0.00049039,,248.3146067416,248,,,,,,,,,,
249,0.00947324,,0.00052676,,249.4382022472,249,,,,,,,,,,
250,0.00955373,,0.00044627,,250.5617977528,250,,,,,,,,,,
251,0.00954434,,0.00045566,,251.6853932584,251,,,,,,,,,,
252,0.00954622,,0.00045378,,252.808988764,252,,,,,,,,,,
253,0.00955454,,0.00044546,,253.9325842697,253,,,,,,,,,,
255,0.00955025,,0.00044975,,255.0561797753,255,,,,,,,,,,
256,0.00950551,,0.00049449,,256.1797752809,256,,,,,,,,,,
257,0.00956825,,0.00043175,,257.3033707865,257,,,,,,,,,,
258,0.00953113,,0.00046887,,258.4269662921,258,,,,,,,,,,
259,0.00951826,,0.00048174,,259.5505617978,259,,,,,,,,,,
260,0.00954992,,0.00045008,,260.6741573034,260,,,,,,,,,,
261,0.0095278,,0.0004722,,261.797752809,261,,,,,,,,,,
262,0.00949604,,0.00050396,,262.9213483146,262,,,,,,,,,,
264,0.00950389,,0.00049611,,264.0449438202,264,,,,,,,,,,
265,0.00945824,,0.00054176,,265.1685393258,265,,,,,,,,,,
266,0.00944232,,0.00055768,,266.2921348315,266,,,,,,,,,,
267,0.00944063,,0.00055937,,267.4157303371,267,,,,,,,,,,
268,0.00941106,,0.00058894,,268.5393258427,268,,,,,,,,,,
269,0.00938275,,0.00061725,,269.6629213483,269,,,,,,,,,,
270,0.00932683,,0.00067317,,270.7865168539,270,,,,,,,,,,
271,0.0093265,,0.0006735,,271.9101123596,271,,,,,,,,,,
273,0.0094239,,0.0005761,,273.0337078652,273,,,,,,,,,,
274,0.00959009,,0.00040991,,274.1573033708,274,,,,,,,,,,
275,0.00965757,,0.00034243,,275.2808988764,275,,,,,,,,,,
276,0.00963288,,0.00036712,,276.404494382,276,,,,,,,,,,
277,0.00966449,,0.00033551,,277.5280898876,277,,,,,,,,,,
278,0.00979856,,0.00020144,,278.6516853933,278,,,,,,,,,,
279,0.00982299,,0.00017701,,279.7752808989,279,,,,,,,,,,
280,0.00984406,,0.00015594,,280.8988764045,280,,,,,,,,,,
282,0.00984764,,0.00015236,,282.0224719101,282,,,,,,,,,,
283,0.0098037,,0.0001963,,283.1460674157,283,,,,,,,,,,
284,0.0098189,,0.0001811,,284.2696629213,284,,,,,,,,,,
285,0.00978377,,0.00021623,,285.393258427,285,,,,,,,,,,
286,0.00975893,,0.00024107,,286.5168539326,286,,,,,,,,,,
287,0.00977381,,0.00022619,,287.6404494382,287,,,,,,,,,,
288,0.00984615,,0.00015385,,288.7640449438,288,,,,,,,,,,
289,0.00983944,,0.00016056,,289.8876404494,289,,,,,,,,,,
291,0.00986565,,0.00013435,,291.0112359551,291,,,,,,,,,,
