220,120,120,220,,,45,220,220,120,120
420,20,20,320,,,46,420,320,20,220
420,20,20,320,,,47,620,120,120,120
420,20,20,320,,,48,720,220,20,20
420,20,20,320,,,49,720,220,20,20
420,20,20,320,,,50,520,20,120,220
420,20,20,320,,,,,,,
220,220,120,420,,,,,,,
220,220,120,420,,,,,,,
220,220,120,420,10,,,,,,
220,220,120,420,11,,,,,,
220,220,120,420,12,,,,,,
220,220,120,420,13,,,,,,
420,120,20,220,14,,,,,,
620,20,220,20,15,,,,,,
420,220,20,220,16,,,,,,
320,120,220,20,17,,,,,,
520,20,20,220,18,,,,,,
320,220,120,20,19,,,,,,
420,420,20,120,20,,,,,,
220,620,120,20,21,,,,,,
20,620,20,120,22,,,,,,
20,420,120,20,23,,,,,,
120,620,20,220,24,,,,,,
320,520,120,20,25,,,,,,
420,320,20,220,26,,,,,,
520,120,220,120,27,,,,,,
720,220,20,20,28,,,,,,
520,20,120,120,29,,,,,,
320,220,320,20,30,,,,,,
120,420,220,120,31,,,,,,
320,220,120,320,32,,,,,,
220,420,220,120,33,,,,,,
420,520,20,20,34,,,,,,
220,320,220,120,35,,,,,,
420,520,20,20,36,,,,,,
520,320,120,20,37,,,,,,
320,120,20,120,38,,,,,,
220,20,220,320,39,,,,,,
420,220,20,220,40,,,,,,
220,20,120,20,41,,,,,,
420,220,20,220,42,,,,,,
220,20,120,20,43,,,,,,
420,120,20,220,44,,,,,,
220,220,120,120,45,,,,,,
420,320,20,220,46,,,,,,
620,120,120,120,47,,,,,,
720,220,20,20,48,,,,,,
720,220,20,20,49,,,,,,
520,20,120,220,50,,,,,,
420,120,20,420,51,,,,,,
620,20,120,220,52,,,,,,
520,120,20,320,53,,,,,,
720,20,120,120,54,,,,,,
620,220,20,20,55,,,,,,
420,20,220,220,,,,,,,
220,220,420,120,,,,,,,
320,420,220,20,,,,,,,
220,620,20,120,,,,,,,
220,620,20,120,,,,,,,
220,620,20,120,,,,,,,
220,620,20,120,,,,,,,
20,720,220,20,,,,,,,
220,520,20,220,,,,,,,
20,720,220,20,,,,,,,
220,620,20,120,,,,,,,
20,720,220,20,,,,,,,
220,520,20,220,,,,,,,
220,520,20,220,,,,,,,
20,320,120,420,,,,,,,
220,520,20,220,,,,,,,
420,320,220,20,,,,,,,
620,220,20,120,,,,,,,
720,20,220,20,,,,,,,
620,220,20,120,,,,,,,
520,320,120,20,,,,,,,
320,120,20,120,,,,,,,
520,320,120,20,,,,,,,
320,220,20,120,,,,,,,
120,420,220,220,,,,,,,
320,620,20,20,,,,,,,
120,420,220,220,,,,,,,
320,620,20,20,,,,,,,
520,420,20,20,,,,,,,
520,420,20,20,,,,,,,
520,420,20,20,,,,,,,
320,220,120,120,,,,,,,
520,420,20,20,,,,,,,
320,220,120,120,,,,,,,
520,420,20,20,,,,,,,
320,320,220,120,,,,,,,
120,520,320,20,,,,,,,
20,620,120,120,,,,,,,
220,720,20,20,,,,,,,
20,620,120,220,,,,,,,
120,420,20,420,,,,,,,
120,420,20,420,,,,,,,
120,420,20,420,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
20,220,120,620,,,,,,,
220,20,20,720,,,,,,,
420,20,20,520,,,,,,,
620,20,20,320,,,,,,,
620,20,20,320,,,,,,,
620,20,20,320,,,,,,,
620,20,20,320,,,,,,,
420,20,20,520,,,,,,,
420,20,20,520,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
220,20,20,720,,,,,,,
