4,0.0224719101,0,0.9775280899,0.0491803279,0,0.9508196721,0.0306406685,0,0.9693593315,348,366,359,,,,,,,,,,,,,,,,,,
12800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0154320988,0,0.9845679012,0.042042042,0,0.957957958,0.0333333333,0,0.9666666667,319,333,330,,,,,,,,,,,,,,,,,,
1,0.017921147,0,0.982078853,0.0486111111,0,0.9513888889,0.0352112676,0,0.9647887324,274,288,284,0.0178331526,0,0.9821668474,0.0399171461,0,0.9600828539,0.0341984882,0,,,,,,,,,,
2,0.0165016502,0,0.9834983498,0.0324675325,0,0.9675324675,0.0387096774,0,0.9612903226,298,308,310,,,,,,,,,,,,,,,,,,
3,0.0204081633,0,0.9795918367,0.0367892977,0,0.9632107023,0.033557047,0,0.966442953,288,299,298,,,,,,,,,,,,,,,,,,
4,0.0165016502,0,0.9834983498,0.0418006431,0,0.9581993569,0.0293159609,0,0.9706840391,298,311,307,,,,,,,,,,,,,,,,,,
16000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.018115942,0,0.981884058,0.0424028269,0,0.9575971731,0.0390070922,0,0.9609929078,271,283,282,,,,,,,,,,,,,,,,,,
1,0.0163934426,0,0.9836065574,0.04,0,0.96,0.0361445783,0,0.9638554217,240,250,249,0.0164290532,0,0.9835709468,0.0361475737,0,0.9638524263,0.0342176712,0,,,,,,,,,,
2,0.0183150183,0,0.9816849817,0.0324909747,0,0.9675090253,0.035971223,0,0.964028777,268,277,278,,,,,,,,,,,,,,,,,,
3,0.015503876,0,0.984496124,0.0342205323,0,0.9657794677,0.0342205323,0,0.9657794677,254,263,263,,,,,,,,,,,,,,,,,,
4,0.015503876,0,0.984496124,0.0378787879,0,0.9621212121,0.0305343511,0,0.9694656489,254,264,262,,,,,,,,,,,,,,,,,,
19200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0169491525,0,0.9830508475,0.0452674897,0,0.9547325103,0.0373443983,0,0.9626556017,232,243,241,,,,,,,,,,,,,,,,,,
1,0.0135135135,0,0.9864864865,0.0394736842,0,0.9605263158,0.0352422907,0,0.9647577093,219,228,227,0.0151613782,0,0.9848386218,0.0310804686,0,0.9689195314,0.0330569575,0,,,,,,,,,,
2,0.0168067227,0,0.9831932773,0.0209205021,0,0.9790794979,0.0330578512,0,0.9669421488,234,239,242,,,,,,,,,,,,,,,,,,
3,0.0131578947,0,0.9868421053,0.0301724138,0,0.9698275862,0.0301724138,0,0.9698275862,225,232,232,,,,,,,,,,,,,,,,,,
4,0.017167382,0,0.982832618,0.0337552743,0,0.9662447257,0.0337552743,0,0.9662447257,229,237,237,,,,,,,,,,,,,,,,,,
22400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0098039216,0,0.9901960784,0.0380952381,0,0.9619047619,0.0288461538,0,0.9711538462,202,210,208,,,,,,,,,,,,,,,,,,
1,0.0199004975,0,0.9800995025,0.0343137255,0,0.9656862745,0.0436893204,0,0.9563106796,197,204,206,0.014637041,0,0.985362959,0.0289359423,0,0.9710640577,0.0346705557,0,,,,,,,,,,
2,0.0188679245,0,0.9811320755,0.0234741784,0,0.9765258216,0.037037037,0,0.962962963,208,213,216,,,,,,,,,,,,,,,,,,
3,0.0048543689,0,0.9951456311,0.0238095238,0,0.9761904762,0.0238095238,0,0.9761904762,205,210,210,,,,,,,,,,,,,,,,,,
4,0.0149253731,0,0.9850746269,0.0341463415,0,0.9658536585,0.0341463415,0,0.9658536585,198,205,205,,,,,,,,,,,,,,,,,,
25600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0157894737,0,0.9842105263,0.0360824742,0,0.9639175258,0.0310880829,0,0.9689119171,187,194,193,,,,,,,,,,,,,,,,,,
1,0.0058139535,0,0.9941860465,0.0228571429,0,0.9771428571,0.0284090909,0,0.9715909091,171,175,176,0.0096116865,0,0.9903883135,0.0233178113,0,0.9766821887,0.0272551404,0,,,,,,,,,,
2,0.0158730159,0,0.9841269841,0.0210526316,0,0.9789473684,0.03125,0,0.96875,186,190,192,,,,,,,,,,,,,,,,,,
3,0.0055865922,0,0.9944134078,0.0165745856,0,0.9834254144,0.0165745856,0,0.9834254144,178,181,181,,,,,,,,,,,,,,,,,,
4,0.0111731844,0,0.9888268156,0.0327868852,0,0.9672131148,0.0327868852,0,0.9672131148,177,183,183,,,,,,,,,,,,,,,,,,
28800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0117647059,0,0.9882352941,0.04,0,0.96,0.0344827586,0,0.9655172414,168,175,174,,,,,,,,,,,,,,,,,,
1,0.0063291139,0,0.9936708861,0.0308641975,0,0.9691358025,0.036809816,0,0.963190184,157,162,163,0.0093853177,0,0.9906146823,0.024691358,0,0.975308642,0.0291600394,0,,,,,,,,,,
2,0.0186335404,0,0.9813664596,0.024691358,0,0.975308642,0.0306748466,0,0.9693251534,158,162,163,,,,,,,,,,,,,,,,,,
3,0,0,1,0.012345679,0,0.987654321,0.012345679,0,0.987654321,160,162,162,,,,,,,,,,,,,,,,,,
4,0.0125786164,0,0.9874213836,0.0308641975,0,0.9691358025,0.036809816,0,0.963190184,157,162,163,,,,,,,,,,,,,,,,,,
32000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0066225166,0,0.9933774834,0.0322580645,0,0.9677419355,0.025974026,0,0.974025974,150,155,154,,,,,,,,,,,,,,,,,,
1,0.006993007,0,0.993006993,0.0273972603,0,0.9726027397,0.0273972603,0,0.9726027397,142,146,146,0.0086448035,0,0.9913551965,0.0238106257,0,0.9761893743,0.0238331356,0,,,,,,,,,,
2,0.0137931034,0,0.9862068966,0.0205479452,0,0.9794520548,0.0272108844,0,0.9727891156,143,146,147,,,,,,,,,,,,,,,,,,
3,0,0,1,0.0135135135,0,0.9864864865,0.0135135135,0,0.9864864865,146,148,148,,,,,,,,,,,,,,,,,,
4,0.0137931034,0,0.9862068966,0.0337837838,0,0.9662162162,0.0272108844,0,0.9727891156,143,148,147,,,,,,,,,,,,,,,,,,
