3200000,,,,,,,,,,,,,,,,,,,,,,3.2,0.0188147667,0,0.9811852333,0.052104706,0,0.947895294,0.0286049206,0
3200000,,,,,,,,,,,,,,,,,,,,,,6.4,0.014076494,0,0.985923506,0.0483798706,0,0.9516201294,0.0299299628,0
0,0.0170827858,0,0.9829172142,0.0495552732,0,0.9504447268,0.0234986945,0,0.9765013055,748,787,766,,,,,,,,,,9.6,0.0164738242,0,0.9835261758,0.0440407315,0,0.9559592685,0.0318729877,0
1,0.0126760563,0,0.9873239437,0.0449591281,0,0.9550408719,0.0236768802,0,0.9763231198,701,734,718,0.0188147667,0,0.9811852333,0.052104706,0,0.947895294,0.0286049206,0,,12.8,0.0178331526,0,0.9821668474,0.0399171461,0,0.9600828539,0.0341984882,0
2,0.0140646976,0,0.9859353024,0.0501355014,0,0.9498644986,0.030428769,0,0.969571231,701,738,723,,,,,,,,,,16,0.0164290532,0,0.9835709468,0.0361475737,0,0.9638524263,0.0342176712,0
3,0.0248962656,0,0.9751037344,0.057486631,0,0.942513369,0.0315934066,0,0.9684065934,705,748,728,,,,,,,,,,19.2,0.0151613782,0,0.9848386218,0.0310804686,0,0.9689195314,0.0330569575,0
4,0.0236220472,0,0.9763779528,0.0558375635,0,0.9441624365,0.0287206266,0,0.9712793734,744,788,766,,,,,,,,,,22.4,0.014637041,0,0.985362959,0.0289359423,0,0.9710640577,0.0346705557,0
6400000,,,,,,,,,,,,,,,,,,,,,,25.6,0.0096116865,0,0.9903883135,0.0233178113,0,0.9766821887,0.0272551404,0
0,0.0184804928,0,0.9815195072,0.0497017893,0,0.9502982107,0.0284552846,0,0.9715447154,478,503,492,,,,,,,,,,28.8,0.0093853177,0,0.9906146823,0.024691358,0,0.975308642,0.0291600394,0
1,0.0091116173,0,0.9908883827,0.0460526316,0,0.9539473684,0.0246636771,0,0.9753363229,435,456,446,0.014076494,0,0.985923506,0.0483798706,0,0.9516201294,0.0299299628,0,,32,0.0086448035,0,0.9913551965,0.0238106257,0,0.9761893743,0.0238331356,0
2,0.0159090909,0,0.9840909091,0.0441501104,0,0.9558498896,0.0313199105,0,0.9686800895,433,453,447,,,,,,,,,,,,,,,,,,
3,0.0156950673,0,0.9843049327,0.0497835498,0,0.9502164502,0.0351648352,0,0.9648351648,439,462,455,,,,,,,,,,,,,,,,,,
4,0.0155902004,0,0.9844097996,0.0535331906,0,0.9464668094,0.0285714286,0,0.9714285714,442,467,455,,,,,,,,,,,,,,,,,,
9600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0131926121,0,0.9868073879,0.0459183673,0,0.9540816327,0.0310880829,0,0.9689119171,374,392,386,,,,,,,,,,,,,,,,,,
1,0.0119047619,0,0.9880952381,0.0459770115,0,0.9540229885,0.0320699708,0,0.9679300292,332,348,343,0.0164738242,0,0.9835261758,0.0440407315,0,0.9559592685,0.0318729877,0,,,,,,,,,,
2,0.0143266476,0,0.9856733524,0.0391061453,0,0.9608938547,0.0337078652,0,0.9662921348,344,358,356,,,,,,,,,,,,,,,,,,
3,0.0171919771,0,0.9828080229,0.0418994413,0,0.9581005587,0.0310734463,0,0.9689265537,343,358,354,,,,,,,,,,,,,,,,,,
