alpha,Recv1_avg_time,Recv2_avg_time,Recv3_avg_time,Recv1_std_time,Recv2_std_time,Recv3_std_time,settling_time,settling_time_std,recv1_mean_stable_value,recv2_mean_stable_value,recv3_mean_stable_value,recv1_std_stable_value,recv2_std_stable_value,recv3_std_stable_value,stable_value,stable_value_std
0.1,857.7,591.5,1257.5,569.224217686,287.66308418,262.706014396,1257.5,569.224217686,0.0097660963,0.0090268794,0.0100454639,0.0006373368,0.0008119147,0.0010002914,0.0096128132,0.0008165143
0.3,2243.4,1283.5,2038.5,905.959182303,929.67513143,996.279002087,2243.4,996.279002087,0.0106885861,0.0101134161,0.0111195843,0.0007263818,0.0007239176,0.0014632273,0.0106405288,0.0009711756
0.5,1528.7,1106.8,1806.4,901.977610587,717.326536523,686.042447666,1806.4,901.977610587,0.0108144222,0.0102752358,0.0107499234,0.0016858198,0.0009576045,0.000741475,0.0106131938,0.0011282998
0.7,2407.6,1007.2,2269.8,1085.67031828,731.681597418,957.779598864,2407.6,1085.67031828,0.0108620685,0.0102824868,0.011040403,0.0009680961,0.0009734232,0.0011735336,0.0107283194,0.001038351
0.9,1335.6,1032.4,1584.4,1127.72037314,464.065340227,243.34017342,1584.4,1127.72037314,0.0105836274,0.0100756002,0.010521994,0.0007790796,0.0004649003,0.0004712264,0.0103937405,0.0005717354
