0.000025,,,,,,,,,,,,,,
0,0.0223577236,0,0.9776422764,0.0597453477,0.0019588639,0.9402546523,0.000025,0.0273056624,0,0.9726943376,0.0546882624,0.0017729275,0.9453117376,
1,0.0268096515,0,0.9731903485,0.0479452055,0.0042149631,0.9520547945,0.00005,0.0210609124,0,0.9789390876,0.0511635834,0.0034691184,0.9488364166,
2,0.026035503,0,0.973964497,0.0491898148,0.0017361111,0.9508101852,0.000075,0.0177832706,0,0.9822167294,0.0464476172,0.0045534713,0.9535523828,
3,0.0288951841,0,0.9711048159,0.0461880913,0,0.9538119087,0.0001,0.0195285099,0,0.9804714901,0.0465610206,0.0040780317,0.9534389794,
4,0.0268907563,0,0.9731092437,0.0539803708,0.0010905125,0.9460196292,0.00025,0.0184644821,0,0.9815355179,0.0410359733,0.0055480468,0.9589640267,
5,0.0231556274,0,0.9768443726,0.059159315,0.0005189414,0.940840685,0.0005,0.0196259046,0,0.9803740954,0.0325729782,0.0071550142,0.9674270218,
6,0.0272373541,0,0.9727626459,0.0530590146,0.0005414185,0.9469409854,0.00075,0.0176593231,0,0.9823406769,0.0315525915,0.0088723571,0.9684474085,
7,0.0249457701,0,0.9750542299,0.0612244898,0.002093145,0.9387755102,0.001,0.0188797992,0,0.9811202008,0.0274389894,0.0090561775,0.9725610106,
8,0.0304017372,0,0.9695982628,0.0626645603,0.0031595577,0.9373354397,,,,,,,,
9,0.0258383727,0,0.9741616273,0.0484131253,0.0016137708,0.9515868747,,,,,,,,
10,0.0319327731,0,0.9680672269,0.0610021786,0.0021786492,0.9389978214,,,,,,,,
11,0.0331674959,0,0.9668325041,0.0536876356,0.0021691974,0.9463123644,,,,,,,,
0.00005,,,,,,,,,,,,,,
0,0.0216637782,0,0.9783362218,0.0587248322,0.0058724832,0.9412751678,0.000025,0.00005,0.000075,0.0001,0.00025,0.0005,0.00075,0.001
1,0.0231111111,0,0.9768888889,0.0471204188,0.0061082024,0.9528795812,,,,,,,,
2,0.0224489796,0,0.9775510204,0.0515873016,0.001984127,0.9484126984,,,,,,,,
3,0.0203685742,0,0.9796314258,0.0418250951,0.0019011407,0.9581749049,,,,,,,,
4,0.0183044316,0,0.9816955684,0.0506091846,0.0056232427,0.9493908154,,,,,,,,
5,0.0196245734,0,0.9803754266,0.0536746491,0.0024772915,0.946325351,,,,,,,,
6,0.0165745856,0,0.9834254144,0.0430493274,0.000896861,0.9569506726,,,,,,,,
7,0.0194085028,0,0.9805914972,0.0535714286,0.0008928571,0.9464285714,,,,,,,,
8,0.0218423552,0,0.9781576448,0.0562730627,0.0064575646,0.9437269373,,,,,,,,
9,0.0228571429,0,0.9771428571,0.0518038853,0.0009250694,0.9481961147,,,,,,,,
10,0.0243902439,0,0.9756097561,0.0576559546,0.0028355388,0.9423440454,,,,,,,,
11,0.0221366699,0,0.9778633301,0.0480678605,0.0056550424,0.9519321395,,,,,,,,
0.000075,,,,,,,,,,,,,,
0,0.0231213873,0,0.9768786127,0.0478359909,0.0102505695,0.9521640091,,,,,,,,
1,0.0184729064,0,0.9815270936,0.0469314079,0.0060168472,0.9530685921,,,,,,,,
2,0.0204081633,0,0.9795918367,0.0439414115,0.0026631158,0.9560585885,,,,,,,,
3,0.0175438596,0,0.9824561404,0.0383597884,0.0013227513,0.9616402116,,,,,,,,
4,0.0104849279,0,0.9895150721,0.0358514725,0.0025608195,0.9641485275,,,,,,,,
5,0.0115473441,0,0.9884526559,0.0403587444,0,0.9596412556,,,,,,,,
6,0.0184729064,0,0.9815270936,0.0445246691,0.0036101083,0.9554753309,,,,,,,,
7,0.0147783251,0,0.9852216749,0.0513126492,0.0059665871,0.9486873508,,,,,,,,
8,0.0175438596,0,0.9824561404,0.0558252427,0.0072815534,0.9441747573,,,,,,,,
9,0.0240202276,0,0.9759797724,0.0542540074,0.0061652281,0.9457459926,,,,,,,,
10,0.0183486239,0,0.9816513761,0.0498084291,0.006385696,0.9501915709,,,,,,,,
11,0.0186567164,0,0.9813432836,0.0483675937,0.0024183797,0.9516324063,,,,,,,,
0.0001,,,,,,,,,,,,,,
0,0.0227920228,0,0.9772079772,0.0446927374,0.0027932961,0.9553072626,,,,,,,,
1,0.0152671756,0,0.9847328244,0.044709389,0.0059612519,0.955290611,,,,,,,,
2,0.0199667221,0,0.9800332779,0.043902439,0.0016260163,0.956097561,,,,,,,,
3,0.0163132137,0,0.9836867863,0.0398724083,0.0015948963,0.9601275917,,,,,,,,
4,0.0174603175,0,0.9825396825,0.0433436533,0.0015479876,0.9566563467,,,,,,,,
5,0.0204918033,0,0.9795081967,0.0376850606,0.00269179,0.9623149394,,,,,,,,
6,0.0175695461,0,0.9824304539,0.0431034483,0.007183908,0.9568965517,,,,,,,,
7,0.0149700599,0,0.9850299401,0.0493468795,0.0043541364,0.9506531205,,,,,,,,
8,0.0229007634,0,0.9770992366,0.0592592593,0.0074074074,0.9407407407,,,,,,,,
9,0.0324074074,0,0.9675925926,0.0519083969,0.0091603053,0.9480916031,,,,,,,,
10,0.0174603175,0,0.9825396825,0.0523076923,0.0046153846,0.9476923077,,,,,,,,
11,0.0167427702,0,0.9832572298,0.0486008837,0,0.9513991163,,,,,,,,
0.00025,,,,,,,,,,,,,,
0,0.0179487179,0,0.9820512821,0.052238806,0.0049751244,0.947761194,,,,,,,,
1,0.0109589041,0,0.9890410959,0.0325203252,0.0108401084,0.9674796748,,,,,,,,
2,0.0207715134,0,0.9792284866,0.0406976744,0,0.9593023256,,,,,,,,
3,0.0145772595,0,0.9854227405,0.0371428571,0.0028571429,0.9628571429,,,,,,,,
4,0.0113314448,0,0.9886685552,0.041322314,0.0027548209,0.958677686,,,,,,,,
5,0.015037594,0,0.984962406,0.0324189526,0.0124688279,0.9675810474,,,,,,,,
6,0.0275689223,0,0.9724310777,0.0325,0.0025,0.9675,,,,,,,,
7,0.0188679245,0,0.9811320755,0.0497382199,0.002617801,0.9502617801,,,,,,,,
8,0.0219178082,0,0.9780821918,0.0536193029,0.0107238606,0.9463806971,,,,,,,,
9,0.0288184438,0,0.9711815562,0.0429799427,0.0085959885,0.9570200573,,,,,,,,
10,0.0198863636,0,0.9801136364,0.0391061453,0.0027932961,0.9608938547,,,,,,,,
11,0.0138888889,0,0.9861111111,0.038147139,0.0054495913,0.961852861,,,,,,,,
0.0005,,,,,,,,,,,,,,
0,0.0163265306,0,0.9836734694,0.0245901639,0.012295082,0.9754098361,,,,,,,,
1,0.0130434783,0,0.9869565217,0.0340425532,0,0.9659574468,,,,,,,,
2,0.0300429185,0,0.9699570815,0.0303030303,0.0086580087,0.9696969697,,,,,,,,
3,0.025751073,0,0.974248927,0.050209205,0,0.949790795,,,,,,,,
4,0.013215859,0,0.986784141,0.0349344978,0.0131004367,0.9650655022,,,,,,,,
5,0.016064257,0,0.983935743,0.0277777778,0,0.9722222222,,,,,,,,
6,0.0238095238,0,0.9761904762,0.0357142857,0.0119047619,0.9642857143,,,,,,,,
7,0.0169491525,0,0.9830508475,0.0254237288,0.0084745763,0.9745762712,,,,,,,,
8,0.0126582278,0,0.9873417722,0.0290456432,0,0.9709543568,,,,,,,,
9,0.028436019,0,0.971563981,0.0333333333,0.0095238095,0.9666666667,,,,,,,,
10,0.0212765957,0,0.9787234043,0.029787234,0.0085106383,0.970212766,,,,,,,,
11,0.0179372197,0,0.9820627803,0.0357142857,0.0133928571,0.9642857143,,,,,,,,
0.00075,,,,,,,,,,,,,,
0,0.011299435,0,0.988700565,0.0280898876,0.0112359551,0.9719101124,,,,,,,,
1,0.0179640719,0,0.9820359281,0.0355029586,0.0059171598,0.9644970414,,,,,,,,
2,0.0240963855,0,0.9759036145,0.0426829268,0.0304878049,0.9573170732,,,,,,,,
3,0.0116959064,0,0.9883040936,0.0397727273,0,0.9602272727,,,,,,,,
4,0.0182926829,0,0.9817073171,0.0301204819,0,0.9698795181,,,,,,,,
5,0.0162162162,0,0.9837837838,0.0268817204,0.0053763441,0.9731182796,,,,,,,,
6,0.0169491525,0,0.9830508475,0.0388888889,0.0055555556,0.9611111111,,,,,,,,
7,0.0176470588,0,0.9823529412,0.0235294118,0.0058823529,0.9764705882,,,,,,,,
8,0.0165745856,0,0.9834254144,0.0276243094,0.0110497238,0.9723756906,,,,,,,,
9,0.0310559006,0,0.9689440994,0.0316455696,0.0189873418,0.9683544304,,,,,,,,
10,0.0120481928,0,0.9879518072,0.0239520958,0.005988024,0.9760479042,,,,,,,,
11,0.0180722892,0,0.9819277108,0.0299401198,0.005988024,0.9700598802,,,,,,,,
0.001,,,,,,,,,,,,,,
0,0.015037594,0,0.984962406,0.030075188,0.015037594,0.969924812,,,,,,,,
1,0.016,0,0.984,0.0393700787,0.0078740157,0.9606299213,,,,,,,,
2,0.0310077519,0,0.9689922481,0.0310077519,0,0.9689922481,,,,,,,,
3,0.0079365079,0,0.9920634921,0.0390625,0.015625,0.9609375,,,,,,,,
4,0.023255814,0,0.976744186,0.0307692308,0,0.9692307692,,,,,,,,
5,0.0220588235,0,0.9779411765,0.0227272727,0.0303030303,0.9772727273,,,,,,,,
6,0.0080645161,0,0.9919354839,0.0243902439,0.0243902439,0.9756097561,,,,,,,,
7,0.015625,0,0.984375,0.0078740157,0,0.9921259843,,,,,,,,
8,0.0254237288,0,0.9745762712,0.0416666667,0,0.9583333333,,,,,,,,
9,0.031496063,0,0.968503937,0.031496063,0,0.968503937,,,,,,,,
10,0.0153846154,0,0.9846153846,0.0230769231,0.0076923077,0.9769230769,,,,,,,,
11,0.0152671756,0,0.9847328244,0.007751938,0.007751938,0.992248062,,,,,,,,
