0,0.0223577236,0,0.0597453477,0.0020790021,0.000025,0.0267727685,0,0.0547792285,0.001834127
1,0.0268096515,0,0.0479452055,0.0044077135,0.00005,0.0209631162,0,0.0514450127,0.003435108
2,0.026035503,0,0.0491898148,0.0018226002,0.000075,0.0177038665,0,0.0462730739,0.0049585684
3,0.0288951841,0,0.0461880913,0,0.0001,0.019781759,0,0.0463755785,0.004647029
4,0.0268907563,0,0.0539803708,0.0011514105,0.00025,0.0188804451,0,0.0412985946,0.0057435002
5,0.0231556274,0,0.059159315,0.0005512679,0.0005,0.0197794214,0,0.0322874048,0.0067234644
6,0.0272373541,0,0.0530590146,0.0005714286,0.00075,0.0176217808,0,0.0316991798,0.0092894792
7,0.0249457701,0,0.0612244898,0.0022246941,0.001,0.0192082195,0,0.0292287213,0.009243199
8,0.0304017372,0,0.0626645603,0.0033594625,,,,,
9,0.0258383727,0,0.0484131253,0.0016930023,,,,,
10,0.0319327731,0,0.0610021786,0.0023148148,,,,,
0.00005,,,,,,,,,
0,0.0216637782,0,0.0587248322,0.0062001771,,,,,
1,0.0231111111,0,0.0471204188,0.0063694268,,,,,
2,0.0224489796,0,0.0515873016,0.0020876827,,,,,
3,0.0203685742,0,0.0418250951,0.001980198,,,,,
4,0.0183044316,0,0.0506091846,0.0058881256,,,,,
5,0.0196245734,0,0.0536746491,0.0026109661,,,,,
6,0.0165745856,0,0.0430493274,0.0009363296,,,,,
7,0.0194085028,0,0.0535714286,0.0009425071,,,,,
8,0.0218423552,0,0.0562730627,0.0067961165,,,,,
9,0.0228571429,0,0.0518038853,0.0009746589,,,,,
10,0.0243902439,0,0.0576559546,0.003,,,,,
0.000075,,,,,,,,,
0,0.0231213873,0,0.0478359909,0.0106508876,,,,,
1,0.0184729064,0,0.0469314079,0.0062735257,,,,,
2,0.0204081633,0,0.0439414115,0.0027777778,,,,,
3,0.0175438596,0,0.0383597884,0.0013736264,,,,,
4,0.0104849279,0,0.0358514725,0.0026490066,,,,,
5,0.0115473441,0,0.0403587444,0,,,,,
6,0.0184729064,0,0.0445246691,0.0037641154,,,,,
7,0.0147783251,0,0.0513126492,0.00625,,,,,
8,0.0175438596,0,0.0558252427,0.0076530612,,,,,
9,0.0240202276,0,0.0542540074,0.0064766839,,,,,
10,0.0183486239,0,0.0498084291,0.0066755674,,,,,
0.0001,,,,,,,,,
0,0.0227920228,0,0.0446927374,0.0029154519,,,,,
1,0.0152671756,0,0.044709389,0.0062015504,,,,,
2,0.0199667221,0,0.043902439,0.0016977929,,,,,
3,0.0163132137,0,0.0398724083,0.0016583748,,,,,
4,0.0174603175,0,0.0433436533,0.0016155089,,,,,
5,0.0204918033,0,0.0376850606,0.0027894003,,,,,
6,0.0175695461,0,0.0431034483,0.0074515648,,,,,
7,0.0149700599,0,0.0493468795,0.0045592705,,,,,
8,0.0229007634,0,0.0592592593,0.0078125,,,,,
9,0.0324074074,0,0.0519083969,0.009569378,,,,,
10,0.0174603175,0,0.0523076923,0.0048465267,,,,,
0.00025,,,,,,,,,
0,0.0179487179,0,0.052238806,0.0052219321,,,,,
1,0.0109589041,0,0.0325203252,0.0110803324,,,,,
2,0.0207715134,0,0.0406976744,0,,,,,
3,0.0145772595,0,0.0371428571,0.0029585799,,,,,
4,0.0113314448,0,0.041322314,0.0028653295,,,,,
5,0.015037594,0,0.0324189526,0.0127226463,,,,,
6,0.0275689223,0,0.0325,0.0025773196,,,,,
7,0.0188679245,0,0.0497382199,0.0027472527,,,,,
8,0.0219178082,0,0.0536193029,0.0112044818,,,,,
9,0.0288184438,0,0.0429799427,0.0089020772,,,,,
10,0.0198863636,0,0.0391061453,0.0028985507,,,,,
0.0005,,,,,,,,,
0,0.0163265306,0,0.0245901639,0.0124481328,,,,,
1,0.0130434783,0,0.0340425532,0,,,,,
2,0.0300429185,0,0.0303030303,0.0088495575,,,,,
3,0.025751073,0,0.050209205,0,,,,,
4,0.013215859,0,0.0349344978,0.0133928571,,,,,
5,0.016064257,0,0.0277777778,0,,,,,
6,0.0238095238,0,0.0357142857,0.012195122,,,,,
7,0.0169491525,0,0.0254237288,0.0086206897,,,,,
8,0.0126582278,0,0.0290456432,0,,,,,
9,0.028436019,0,0.0333333333,0.0097560976,,,,,
10,0.0212765957,0,0.029787234,0.0086956522,,,,,
0.00075,,,,,,,,,
0,0.011299435,0,0.0280898876,0.0114285714,,,,,
1,0.0179640719,0,0.0355029586,0.006097561,,,,,
2,0.0240963855,0,0.0426829268,0.0308641975,,,,,
3,0.0116959064,0,0.0397727273,0,,,,,
4,0.0182926829,0,0.0301204819,0,,,,,
5,0.0162162162,0,0.0268817204,0.0054945055,,,,,
6,0.0169491525,0,0.0388888889,0.0057471264,,,,,
7,0.0176470588,0,0.0235294118,0.005988024,,,,,
8,0.0165745856,0,0.0276243094,0.0112359551,,,,,
9,0.0310559006,0,0.0316455696,0.0192307692,,,,,
10,0.0120481928,0,0.0239520958,0.006097561,,,,,
0.001,,,,,,,,,
0,0.015037594,0,0.030075188,0.0152671756,,,,,
1,0.016,0,0.0393700787,0.0081300813,,,,,
2,0.0310077519,0,0.0310077519,0,,,,,
3,0.0079365079,0,0.0390625,0.016,,,,,
4,0.023255814,0,0.0307692308,0,,,,,
5,0.0220588235,0,0.0227272727,0.030075188,,,,,
6,0.0080645161,0,0.0243902439,0.0243902439,,,,,
7,0.015625,0,0.0078740157,0,,,,,
8,0.0254237288,0,0.0416666667,0,,,,,
9,0.031496063,0,0.031496063,0,,,,,
10,0.0153846154,0,0.0230769231,0.0078125,,,,,
