3200000,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0179856115,0,0.9820143885,0.0421052632,0,0.9578947368,0.0618556701,0,0.9381443299,273,285,291,,,,,,,,,,,,,
9,0.0268199234,0,0.9731800766,0.041509434,0,0.958490566,0.0592592593,0,0.9407407407,254,265,270,,,,,,,,,,,,,
10,0.0140350877,0,0.9859649123,0.0276816609,0,0.9723183391,0.0376712329,0,0.9623287671,281,289,292,,,,,,,,,,,,,
11,0.0138408304,0,0.9861591696,0.0371621622,0,0.9628378378,0.0594059406,0,0.9405940594,285,296,303,,,,,,,,,,,,,
16000000,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.020746888,0,0.979253112,0.0288065844,0,0.9711934156,0.0522088353,0,0.9477911647,236,243,249,,,,,,,,,,,,,
1,0.012605042,0,0.987394958,0.0289256198,0,0.9710743802,0.0562248996,0,0.9437751004,235,242,249,,,,,,,,,,,,,
2,0.0201612903,0,0.9798387097,0.0395256917,0,0.9604743083,0.05078125,0,0.94921875,243,253,256,,,,,,,,,,,,,
3,0.0163265306,0,0.9836734694,0.0436507937,0,0.9563492063,0.0436507937,0,0.9563492063,241,252,252,,,,,,,,,,,,,
4,0.0041152263,0,0.9958847737,0.0241935484,0,0.9758064516,0.0241935484,0,0.9758064516,242,248,248,,,,,,,,,,,,,
5,0.0147058824,0,0.9852941176,0.0254545455,0,0.9745454545,0.0254545455,0,0.9745454545,268,275,275,,,,,,,,,,,,,
6,0.0258302583,0,0.9741697417,0.04,0,0.96,0.0434782609,0,0.9565217391,264,275,276,,,,,,,,,,,,,
7,0.016194332,0,0.983805668,0.0240963855,0,0.9759036145,0.0357142857,0,0.9642857143,243,249,252,,,,,,,,,,,,,
8,0.0164609053,0,0.9835390947,0.0244897959,0,0.9755102041,0.0362903226,0,0.9637096774,239,245,248,,,,,,,,,,,,,
9,0.0271493213,0,0.9728506787,0.0401785714,0,0.9598214286,0.0486725664,0,0.9513274336,215,224,226,,,,,,,,,,,,,
