6250,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0231839258,0,0.9768160742,0.0431491294,0,0.9568508706,0.0560119492,0,0.9439880508,29,56,73,1264,1321,1339,1324.25,38.75,57.4166666667,70.9166666667,34,58,73,1398,
1,0.0228310502,0,0.9771689498,0.036036036,0,0.963963964,0.0474777448,0,0.9525222552,29,47,63,1284,1332,1348,,,,,24,30,42,697,
2,0.0313411079,0,0.9686588921,0.0452586207,0,0.9547413793,0.0581148122,0,0.9418851878,41,60,80,1329,1392,1411,,,,,8,15,22,403,
3,0.0394638868,0,0.9605361132,0.0430267062,0,0.9569732938,0.0479704797,0,0.9520295203,52,56,63,1290,1348,1355,,,,,4,6,10,271,
4,0.0344053852,0,0.9655946148,0.0458240946,0,0.9541759054,0.0535190616,0,0.9464809384,43,59,72,1291,1353,1364,,,,,3,4,8,214,
5,0.0230880231,0,0.9769119769,0.0328571429,0,0.9671428571,0.0383522727,0,0.9616477273,31,44,53,1354,1400,1408,,,,,4,5,9,160,
6,0.0336917563,0,0.9663082437,0.0432931157,0,0.9567068843,0.0500352361,0,0.9499647639,45,60,69,1348,1409,1419,,,,,2,2,3,127,
7,0.0306345733,0,0.9693654267,0.047311828,0,0.952688172,0.0561079545,0,0.9438920455,42,66,79,1329,1395,1408,,,,,2,2,3,95,
8,0.0291916168,0,0.9708083832,0.0484225972,0,0.9515774028,0.0587808418,0,0.9412191582,37,64,79,1297,1363,1378,,,,,1,1,3,78,
9,0.0291814947,0,0.9708185053,0.0421348315,0,0.9578651685,0.0461538462,0,0.9538461538,40,57,63,1364,1424,1430,,,,,1,2,4,66,
10,0.031024531,0,0.968975469,0.0454868515,0,0.9545131485,0.0595238095,0,0.9404761905,42,62,84,1343,1407,1428,,,,,,,,,
11,0.0244242847,0,0.9755757153,0.0398351648,0,0.9601648352,0.0502717391,0,0.9497282609,34,58,73,1398,1456,1472,,,,,,,,,
12500,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0201863354,0,0.9798136646,0.0351681957,0,0.9648318043,0.04826546,0,0.95173454,12,22,30,631,654,663,657.5833333333,17.5,24.75,30.0833333333,,,,,
1,0.0210526316,0,0.9789473684,0.0326894502,0,0.9673105498,0.0355555556,0,0.9644444444,13,21,23,651,673,675,,,,,,,,,
2,0.0273141123,0,0.9726858877,0.0317220544,0,0.9682779456,0.0432835821,0,0.9567164179,17,20,28,641,662,670,,,,,,,,,
3,0.0319148936,0,0.9680851064,0.0421052632,0,0.9578947368,0.0421052632,0,0.9578947368,21,27,27,637,665,665,,,,,,,,,
4,0.018957346,0,0.981042654,0.031201248,0,0.968798752,0.034214619,0,0.965785381,12,20,22,621,641,643,,,,,,,,,
5,0.0206489676,0,0.9793510324,0.0306569343,0,0.9693430657,0.0334788937,0,0.9665211063,13,20,22,664,685,687,,,,,,,,,
6,0.0349854227,0,0.9650145773,0.0433526012,0,0.9566473988,0.0542857143,0,0.9457142857,22,29,36,662,692,700,,,,,,,,,
7,0.0171428571,0,0.9828571429,0.0282485876,0,0.9717514124,0.0364145658,0,0.9635854342,12,20,26,688,708,714,,,,,,,,,
8,0.0325443787,0,0.9674556213,0.0494186047,0,0.9505813953,0.0562770563,0,0.9437229437,22,33,37,654,688,693,,,,,,,,,
9,0.0350364964,0,0.9649635037,0.0447976879,0,0.9552023121,0.053008596,0,0.946991404,23,30,36,661,692,698,,,,,,,,,
10,0.0284090909,0,0.9715909091,0.0366197183,0,0.9633802817,0.0460251046,0,0.9539748954,19,25,32,684,710,717,,,,,,,,,
11,0.0332871012,0,0.9667128988,0.0412654746,0,0.9587345254,0.0581081081,0,0.9418918919,24,30,42,697,727,740,,,,,,,,,
18750,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0173267327,0,0.9826732673,0.0340632603,0,0.9659367397,0.0456730769,0,0.9543269231,7,13,17,397,411,416,405.9166666667,9.75,14.6666666667,16.9166666667,,Packets,flows,Packets,Flows
1,0.0165484634,0,0.9834515366,0.0303030303,0,0.9696969697,0.0348027842,0,0.9651972158,7,12,14,416,429,431,,,,,,174,400,172,400
2,0.0146699267,0,0.9853300734,0.0265700483,0,0.9734299517,0.03125,0,0.96875,6,10,12,403,414,416,,,,,,,,,
3,0.0219512195,0,0.9780487805,0.0475059382,0,0.9524940618,0.0406698565,0,0.9593301435,9,20,17,401,421,418,,,,,,,,,
4,0.0225,0,0.9775,0.0273631841,0,0.9726368159,0.0273631841,0,0.9726368159,9,11,11,391,402,402,,,,,,,,,
5,0.0291479821,0,0.9708520179,0.0356347439,0,0.9643652561,0.0334821429,0,0.9665178571,12,15,14,433,449,448,,,,,,,,,
6,0.0382022472,0,0.9617977528,0.0446428571,0,0.9553571429,0.0593406593,0,0.9406593407,15,19,25,428,448,455,,,,,,,,,
7,0.023364486,0,0.976635514,0.0390804598,0,0.9609195402,0.0412844037,0,0.9587155963,10,17,18,418,435,436,,,,,,,,,
8,0.0283018868,0,0.9716981132,0.0373831776,0,0.9626168224,0.0396270396,0,0.9603729604,12,16,17,412,428,429,,,,,,,,,
9,0.0325,0,0.9675,0.0467980296,0,0.9532019704,0.0537897311,0,0.9462102689,12,18,21,387,406,409,,,,,,,,,
10,0.0255102041,0,0.9744897959,0.0255102041,0,0.9744897959,0.0377833753,0,0.9622166247,10,10,15,382,392,397,,,,,,,,,
11,0.0194647202,0,0.9805352798,0.0358851675,0,0.9641148325,0.0517647059,0,0.9482352941,8,15,22,403,418,425,,,,,,,,,
25000,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0138888889,0,0.9861111111,0.0340136054,0,0.9659863946,0.059602649,0,0.940397351,4,9,16,284,294,302,285.3333333333,7.5,9.75,12.75,,,,,
1,0.0230263158,0,0.9769736842,0.0325732899,0,0.9674267101,0.0388349515,0,0.9611650485,7,9,11,297,307,309,,,,,,,,,
2,0.0265780731,0,0.9734219269,0.0361842105,0,0.9638157895,0.0456026059,0,0.9543973941,8,10,13,293,304,307,,,,,,,,,
3,0.0211267606,0,0.9788732394,0.031358885,0,0.968641115,0.0347222222,0,0.9652777778,6,9,10,278,287,288,,,,,,,,,
4,0.027027027,0,0.972972973,0.027027027,0,0.972972973,0.0237288136,0,0.9762711864,8,8,7,288,296,295,,,,,,,,,
5,0.0214067278,0,0.9785932722,0.0273556231,0,0.9726443769,0.0303030303,0,0.9696969697,7,9,9,320,329,330,,,,,,,,,
6,0.0327868852,0,0.9672131148,0.0453074434,0,0.9546925566,0.0514469453,0,0.9485530547,9,13,14,295,309,311,,,,,,,,,
7,0.0308219178,0,0.9691780822,0.0341296928,0,0.9658703072,0.0471380471,0,0.9528619529,9,10,14,283,293,297,,,,,,,,,
8,0.0430107527,0,0.9569892473,0.0464285714,0,0.9535714286,0.0664335664,0,0.9335664336,12,13,19,267,280,286,,,,,,,,,
9,0.0357142857,0,0.9642857143,0.0526315789,0,0.9473684211,0.0721649485,0,0.9278350515,9,14,20,270,285,291,,,,,,,,,
10,0.0245614035,0,0.9754385965,0.0245614035,0,0.9754385965,0.0347222222,0,0.9652777778,7,7,10,278,285,288,,,,,,,,,
11,0.0145454545,0,0.9854545455,0.0216606498,0,0.9783393502,0.0355871886,0,0.9644128114,4,6,10,271,277,281,,,,,,,,,
31250,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0176211454,0,0.9823788546,0.0219298246,0,0.9780701754,0.047008547,0,0.952991453,4,5,9,223,228,234,214.1666666667,5.3333333333,7.25,8.5,,,,,
1,0.0214592275,0,0.9785407725,0.0420168067,0,0.9579831933,0.0338983051,0,0.9661016949,5,9,8,228,238,236,,,,,,,,,
2,0.018018018,0,0.981981982,0.0267857143,0,0.9732142857,0.0267857143,0,0.9732142857,4,6,6,218,224,224,,,,,,,,,
3,0.0201005025,0,0.9798994975,0.0298507463,0,0.9701492537,0.0298507463,0,0.9701492537,4,6,6,195,201,201,,,,,,,,,
4,0.0241545894,0,0.9758454106,0.033492823,0,0.966507177,0.0288461538,0,0.9711538462,5,7,6,202,209,208,,,,,,,,,
5,0.031372549,0,0.968627451,0.03515625,0,0.96484375,0.03515625,0,0.96484375,8,9,9,247,256,256,,,,,,,,,
6,0.0429184549,0,0.9570815451,0.0510638298,0,0.9489361702,0.0630252101,0,0.9369747899,9,11,13,223,235,238,,,,,,,,,
7,0.0330188679,0,0.9669811321,0.0375586854,0,0.9624413146,0.0509259259,0,0.9490740741,7,8,11,205,213,216,,,,,,,,,
8,0.0344827586,0,0.9655172414,0.043902439,0,0.956097561,0.0485436893,0,0.9514563107,7,9,10,196,205,206,,,,,,,,,
9,0.0288461538,0,0.9711538462,0.0426540284,0,0.9573459716,0.0560747664,0,0.9439252336,6,9,11,202,211,214,,,,,,,,,
10,0.0091324201,0,0.9908675799,0.0180995475,0,0.9819004525,0.0225225225,0,0.9774774775,2,4,5,217,221,222,,,,,,,,,
11,0.0138248848,0,0.9861751152,0.0183486239,0,0.9816513761,0.036036036,0,0.963963964,3,4,8,214,218,222,,,,,,,,,
37500,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0058823529,0,0.9941176471,0.0287356322,0,0.9712643678,0.0505617978,0,0.9494382022,1,5,8,169,174,178,165.75,3.5833333333,6.5,7.3333333333,,,,,
1,0.021978022,0,0.978021978,0.0582010582,0,0.9417989418,0.0582010582,0,0.9417989418,4,10,10,178,189,189,,,,,,,,,
2,0.0169491525,0,0.9830508475,0.0279329609,0,0.9720670391,0.0279329609,0,0.9720670391,3,5,5,174,179,179,,,,,,,,,
